Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sherblato-indoor-flower-70-sativa,Sherblato - Premium Flower (55% Indica),"<meta charset=""utf-8"">
<p>Indica Dominant Hybrid - 55% Indica / 45% Sativa </p>
<p>A cross of the popular Sherbert and Gelato, <strong>Sherblato</strong> is quickly becoming a favorite on the West Coast. With Pink Panties, GSC, and Sunset Sherbert in its lineage, this strain doesn’t mess around. It offers a tart citrus profile that’s backed by notes of gas. As for the high, Sherblato is going to get you baked and buzzing, putting your mind and body at ease without flooring you for the rest of the day.</p>
<p>The sweet result of Sherblato genetics and terpene profile produces a scent and flavor similar to cookies a la mode – or fresh-baked confections combined with tantalizing vanilla gelato beneath its diesel overtone.<br><br>The cured nuggets of Sherblato weed are a deep olive green with light orange pistils and tiny patches of violet here and there. They have a dense quality to them but can break up easily without too many trichomes sticking to your fingers or grinder.<br><br>Sherblato THC content can fluctuate depending on the cultivation and curing techniques, so be sure to check before making yourself a serving.<br><br>Sherblato strain effects have been described as producing an instant body buzz. Some felt their chronic pain disappear while others, who were experiencing trouble with cramping or nausea, found that it helped them to eat food. Still others liked Sherblato because it gave them a mellow high that was great for listening to music or playing video games.</p>
<p> </p>
<p> </p>
<p><em>What is Sherblato?</em><br>Sherblato weed strain is an indica-dominant hybrid that has a delicious scent reminiscent of cookies, cream, and a bit of citrus. Its effects have been both calming and soothing for reviewers, eliminating their stress and/or chronic pain and nausea. Sherblato strain THC levels often fluctuate. Luckily Sherblato THC levels don't often go above the mid-20's for those sensitive to THC.<br><br><em>What does Sherblato mean?</em><br>This strain’s name is a combination of its parent strains’ names: Sherbert &amp; Gelato.<br><br><em>Where does Sherblato come from?</em><br>Sherblato is the result of crossing Sherbert and Gelato strains.<br><br><em>What does Sherblato taste like?</em><br>The taste of Sherblato weed is a bit diesel-like, though hints of vanilla cookies can be tasted on the exhale.<br><br><em>What does Sherblato smell like?</em><br>The scent is similar to cookies a la mode – or fresh-baked confections combined with tantalizing vanilla gelato beneath its diesel overtone.<br><br><em>What color does Sherbato have?</em><br>The cured nuggets of Sherblato are a deep olive green with light orange pistils and tiny patches of violet here and there. They have a dense quality to them but can break up easily without too many trichomes sticking to your fingers or grinder.<br><br><em>What effects does Sherblato have?</em><br>Sherblato strain effects have been described as producing an instant body buzz. Some felt their chronic pain disappear while others, who were experiencing trouble with cramping or nausea, found that it helped them to eat food. Still others liked Sherblato because it gave them a mellow high that was great for listening to music or playing video games.<br><br><em>Is the Sherblato strain Indica or Sativa or Hybrid?</em><br>Sherblato is an indica-dominant hybrid.</p>",Higher Ground Delivery,Flower,Flower,true,Title,Default Title,,,,,S-I|1/8TH|FLOWE|392,0.0,shopify,11,deny,manual,49.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Sherblato.png?v=1597165328,1,,false,The Sensi Society Sherblato - Premium Flower (55% Indica),"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,,lb,,25.00,active
sherblato-indoor-flower-70-sativa,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-08-11at10.03.08AM.png?v=1597167937,2,,,,,,,,,,,,,,,,,,,,,,
mandarin-orange-og-by-jahnetics-top-shelf-indoor-flower-60-indica,Mandarin Orange OG by JAHnetics - Indoor Flower (60% Indica),"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Indica Dominant Hybrid - 55% Indica / 45% Sativa</p>
<p>THC: 20% - 25%, CBD: 1%</p>
<p><strong>Mandarin Orange OG</strong>, also known as “Mandarin Kush,” is a slightly indica dominant hybrid (60% indica / 40% sativa) strain created through crossing the classic Tangerine Haze X OG Kush strains. If you're looking for a mouthwatering and eye-opening orange flavor, you've found it! Mandarin Orange OG brings on the citrus with a juicy orange-like flavor accented by a smooth and spicy exhale. The smell is just as addictive, with fresh orange and herbs accented by spicy earth. The Mandarin Orange OG high will open your eyes and lift your spirits after just a few tokes, launching you into a mentally and physically active state that's suited for the daytime. You'll feel a lifted onset that rushes into your mind and infuses you with a sense of tingly energy and motivation.</p>
<p>As this high expands throughout the rest of your body, you'll find yourself feeling more outgoing and sociable, easily engaging in conversation with those around you. Thanks to these lifted effects and its high 20-21% THC level and 4-5% CBD level, Mandarin is the perfect medicinal choice for treating chronic fatigue, depression, migraines or headaches, and inflammation. This bud has round small minty green nugs with lots of long thin orange hairs and a coating of tiny frosty white crystal trichomes.</p>
<p> </p>
<p><em>Effects:</em> Energizing, Happy, Sociable, Uplifting<br><em></em></p>
<p><em>May Relieve:</em> Chronic Pain, Depression, Fatigue, Inflammation, Migraines, Nausea<br><em></em></p>
<p><em>Flavors:</em> Citrus, Spicy, Tangy, Orange<br><em></em></p>
<p><em>Aromas:</em> Orange, Citrus, Earthy, Herbal</p>",Higher Ground Delivery,Flower,Flower,true,Title,Default Title,,,,,MOO|1/8|FLOWE|391,0.0,shopify,0,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/mandarin.png?v=1597164464,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,,lb,,3.57,active
papaya-top-shelf-indoor-flower-60-indica,Papaya by JAHnetics - Indoor Flower (55% Indica),"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Indica Dominant Hybrid - 55% Indica / 45% Sativa</p>
<p>THC: 20% - 25%, CBD: 1%</p>
<p><strong>Papaya</strong> is an indica-dominant hybrid cannabis strain that is known for producing a mental calmness, though many consumers also find that this strain makes them energetic and productive. Nirvana Seeds bred this to be their take on a Mango strain and crossed Citral #13 with Ice #2 to make their own fruit. They met their own challenge and Papaya smells uncannily like its namesake. The taste is similar to its tropical fruit counterpart, but a spicy, peppery side also becomes apparent. The plants stay fairly short and thin, producing lots of fluffy buds with papaya-orange hairs in 8 or 9 weeks.</p>
<p>Papaya is a pest resilient Indica-dominant strain with Nirvana as its breeder. The physical features of Papaya include blade-shaped nugs, bright green leaves, brown hair and a crystalline look. It has a thick sweet scent and spicy flavor. The strains of Papaya are small, which is why you can grow it indoors very conveniently.</p>
<p>This medical marijuana strain is extremely dense with sufficient potency. If you are looking for something that may relax your mind and body, Papaya is the medical strain for you. It acts as a distinctive calming agent and possess couch-locking properties. This powerful medical marijuana strain is a one-step solution for anxiety, cramps, hyperactivity, inattentiveness, inflammation, lack of appetite, migraines and muscle spasms.</p>
<p>With that, common side effects of Papaya may include dryness of eyes and mouth, dizziness and heavy head. If you are planning to stay at home and do not have any task on hand, use this remarkable medical marijuana for a soothing effect. Its effects are highly narcotic and regarded as one of the best Indicas of the world.</p>",Higher Ground Delivery,Flower,Flower,true,Title,Default Title,,,,,P-T|1/8|FLOWE|390,0.0,shopify,4,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Papaya.png?v=1597163712,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,,lb,,3.57,active
cookies-cream-indoor-flower-1-8th-50-50,Cookies & Cream - Indoor Flower (50/50 Hybrid),"<meta charset=""utf-8"">
<p>Balanced Hybrid - 50% Indica / 50% Sativa</p>
<p>THC: 26%<br></p>
<p>Bred by Exotic Genetix, <strong>Cookies and Cream</strong> is a hybrid cross between Starfighter and an undisclosed GSC phenotype. This sweet-tasting variety provides long-lasting relief for patients treating symptoms throughout the day, but high doses can induce an early night’s sleep. </p>
<p>Cookies and Cream is an evenly balanced hybrid (50% indica/50% sativa) strain. This tasty bud took 1st Place for Best Hybrid in the 2014 Denver Cannabis Cup for its insanely delicious flavor and powerhouse hybrid effects. The Cookies and Cream flavor is very much like the name suggests, with tastes of sweet vanilla and nutty earth topped with creamy butter.</p>
<p>The aroma is just as delicious, with an overtone of sweet nutty earth and a touch of vanilla as the nugs are burned. This bud has fluffy popcorn-shaped dark green nugs with dark purple undertones, fiery orange hairs, and a frosty coating of clear crystal trichomes.</p>
<p>The Cookies and Cream high has sweet long-lasting effects that are perfect for any hybrid lover. The high starts with a happy head lift that's both euphoric and creative with a slight sense of energy. This is accompanied by a relaxing sleepy effect that leaves you dazed and blissfully unaware of any pain or anything happening around you. These effects coupled with its insanely powerful 26% average THC level make Cookies and Cream perfect for treating conditions such as chronic stress or anxiety, nausea, insomnia, muscle spasms, and depression.<br></p>
<p> </p>
<p><em>Effects:</em> Creative, Energizing, Euphoria, Happy, Relaxing, Uplifting<br></p>
<p><em>May Relieve:</em> ADD/ADHD, Chronic Pain, Depression, Fibromyalgia, Gastrointestinal Disorder, Insomnia, Loss of Appetite, Muscle Spasms, Nausea, PTSD, Stress<br></p>
<p><em>Flavors: </em>Nutty, Sweet, Vanilla<br></p>
<p><em>Aromas:</em> Candy, Earthy, Pungent, Sweet, Vanilla</p>",Higher Ground Delivery,Flower,Flower,true,Title,Default Title,,,,,CC-|1/8 O|FLOWE|389,0.0,shopify,0,deny,manual,64.00,0.00,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/cookies-creame.png?v=1596919815,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,,lb,,25.00,active
ice-cream-cake-indoor-flower-75-indica,Ice Cream Cake - Indoor Flower (75% Indica),"<meta charset=""utf-8"">
<p>Indica Dominant Hybrid - 75% Indica / 25% Sativa</p>
<p>THC: 20% - 25%<br></p>
<p><strong>Ice Cream Cake</strong> is a rare indica dominant hybrid strain (75% indica/25% sativa) created through a cross of the Gelato 33 X Wedding Cake strains. With this bud, the name says it all in the flavor department. Ice Cream Cake packs a super delicious cheesy creamy flavor with a sweet nuttiness that lingers long after you finish your final toke. The aroma is of the same nature, with a light pungent effect to it that's released as the nugs are burned.</p>
<p>The Ice Cream Cake high is just as beautiful as the flavor, with lifted and relaxing effects that will have you kicking back in no time flat. The high starts with a rush of cerebral effects that lift your mind into a state of pure happiness and ease, pushing out any negative or racing thoughts immediately. Soon after, a relaxing body high will start to creep into your physical form, leaving you falling deeper and deeper into a couch-locked state of sedation before you eventually begin to drift away.</p>
<p>With these calming effects and its high 20-25% average THC level, Ice Cream Cake is said to be perfect for treating those suffering from depression, chronic pain, insomnia, and nausea or appetite loss. This bud has small dense grape-shaped forest green nugs with thick orange hairs and frosty white crystal trichomes.</p>
<p> </p>
<p><em>Effects:</em> Body High, Hungry, Relaxing, Sleepy, Uplifting<br></p>
<p><em>Medical:</em> Appetite Loss, Chronic Pain, Depression, Insomnia, Nausea<br></p>
<p><em>Flavors:</em> Cheesy, Creamy, Nutty, Sweet<br></p>
<p><em>Aromas:</em> Cheese, Creamy, Earthy, Nutty, Pungent</p>",Higher Ground Delivery,Flower,Flower,true,Title,Default Title,,,,,ICC|1 GRA|FLOWE|388,0.0,shopify,0,deny,manual,64.00,0.00,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ice-cream-cake-1_8.png?v=1596918521,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,,lb,,25.00,active
ice-cream-cake-indoor-flower-75-indica,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/IMG_6333_2868e66a-bc98-4fad-ba81-788c532501d7.jpg?v=1596918521,2,,,,,,,,,,,,,,,,,,,,,,
tropicana-cookies-sativa-preroll-cone-100-organic-flower,Tropicana Cookies (Sativa) PreRoll Cone - 100% Organic Flower,"<meta charset=""utf-8"">
<p><span>Tropicana Cookies</span> PreRolled Pre-Roll Cone - 100% Organic Flower</p>
<p>Tropicana Cookies is a sativa marijuana strain that provides a cerebral and focused high. Bred by Oni Seed Co, Tropicana Cookies crosses GSC and Tangie. The result is an infusion of citrus notes backed up by a smooth cookies flavor. This strain produces purple buds that have hints of dark green with orange hairs.</p>
<p> </p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/lhyqqUVRP8A"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;""></iframe><br></p>",Higher Ground Delivery,Joint,"Flower, preroll packs",true,Title,Default Title,,,,,TCS|1 CON|JOINT|374,0.0,shopify,5,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/tropicana-preroll.png?v=1596556367,1,,false,,,,,,,,,,,,,,,,,lb,,2.50,active
grape-cookies-hybrid-preroll-cone-100-organic-flower,Grape Cookies (Indica) PreRoll Cone - 100% Organic Flower,"<p>Grape Cookies PreRolled Pre-Roll Cone - 100% Organic Flower</p>
<p>Grape Cookies by Pisces Genetics is the rich indica-dominant cross between Forum Girl Scout Cookies and Grape Kush. With strong OG elements on one side, complex floral terpenes on the other, and flavors of sweet berry and grape throughout, this strain is a knockout. The frosted buds exhibit hints of lavender, rose, grape, that morph into subtle fuel and red wine on the exhale.</p>
<p> </p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/lhyqqUVRP8A"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;""></iframe><br></p>",Higher Ground Delivery,Joint,"Flower, preroll packs",true,Title,Default Title,,,,,GCH|1 CON|JOINT|372,0.0,shopify,26,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Grape-Cookies.png?v=1595270123,1,,false,,,,,,,,,,,,,,,,,lb,,2.50,active
strawberry-cookies-hybrid-preroll-cone-100-organic-flower,Strawberry Cookies (Hybrid) PreRoll Cone - 100% Organic Flower,"<p>Strawberry Cookies PreRolled Pre-Roll Cone - 100% Organic Flower</p>
<p>Strawberry Cookies (Hybrid) is a potent strain of cannabis that is mainly grown in California. Featuring a musky imitation strawberry taste, this strain lives up to its name and lineage. Typically found as a cross between the sweet Strawberry Cough and the pungent Girl Scout Cookie, Strawberry Cookie is strong but not overpowering. A potent, well-rounded Hybrid for novice consumers, it’s a sleepy strain that produces a calming and heavy body sensation. The genetics for this strain can vary by dispensary, with some carrying a more sativa-dominant version, which may produce an opposite, energizing effect. Due to its well-rounded, Hybrid nature, Strawberry Cookie is ideal for both day and nighttime use. Those who aren’t overly experienced with marijuana, or who are just aiming for a good, all around high, will find what their looking for with this delectable flower. Boasting a sweet and fruity flavor that matches its aroma, this strain will not only be sure to please your taste buds, but make you feel incredible in the process.Strawberry Cookie can be used to effectively treat a bevy of medical conditions, including stress, chronic pain, depression, fatigue and insomnia.<br></p>
<p>Classification: Hybrid – 50% Sativa /50% Indica<br></p>
<p><br>Medical Uses: Stress, Pain, Depression, Fatigue, Insomnia, Nausea</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/lhyqqUVRP8A"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;""></iframe><br></p>",Higher Ground Delivery,Joint,"Flower, preroll packs",true,Title,Default Title,,,,,SCH|1 CON|JOINT|370,0.0,shopify,60,deny,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Strawberry-Cookies.png?v=1595268822,1,,false,,,,,,,,,,,,,,,,,lb,,2.50,active
blue-cookies-hybrid-mini-preroll-cones-100-organic-flower,Blue Cookies Hybrid Mini PreRoll Cones - 100% Organic Flower,"<p>2 Blue Cookies Mini Pre-Roll Cones - 100% Organic Flower</p>
<meta charset=""utf-8"">
<p>Set of 2 Girl Scout Cookies Personal Mini Cones. </p>
<p>Perfect for a discreet single use. ""Little Half Joints""</p>
<p>Think of it as your perfect single serving!</p>
<p>Always enjoy fresh flower without the taste of burnt old joint. There's no need to ""relight"" this one later!  *Management / Local Favorite*</p>
<meta charset=""utf-8"">
<p><strong>Blue Cookies</strong><span> </span>is an Indica-dominant hybrid cross between two celebrity strains, Girl Scout Cookies and Blueberry. As the child of these heavyweight champion strains, Blue Cookies delivers a crushing blow of euphoria straight to the head, where it swiftly sinks down to relax the entire body.      </p>
<p>Sweet berry flavors fuse with earthy cherry notes in a flavor profile as enticing as the bud’s thick coat of frosty resin that stretches over twisting hues of green and purple. Novice consumers should approach Blue Cookies with modesty, but this strain’s potency is perfect for hard-to-impress veterans. You may also come across another variation of Blue Cookies, a select Girl Scout Cookies phenotype that lacks the Blueberry genetics.</p>
<p>There is some dispute over the true parents of this indica-dominant award winner: Some sources claim they're F1 Durb (an indica-dominant descendant of Durban Poison) and Florida OG (a little known indica). Others say they're Blueberry and Girl Scout Cookies. Whatever its origins, Blue Cookies has a sativa/indica ratio of between 10:90 and 30:70. That makes for a potent body buzz, although the sativa genes also provide an energized cerebral effect. Use this strain to treat anxiety, low mood, headaches, irritability, and persistent physical pain.</p>
<p>Blue Cookies won the Cannabis Cup in the medical hybrid category based largely on its whopping THC content, measured at more than 28%. The record holder is still less than 30%, which means this strain is one of the strongest on the market. CBD, on the other hand, makes up less than 2% of this plant's cannabinoid content, so Blue Cookies shouldn't be used as an exclusive treatment for seizures or other health problems that respond to CBD. As the name suggests, this strain's dense nugs have a dark bluish tint, as well as a thick layer of resinous crystals on the surface.</p>
<p>The flavors are sweet and smooth, with notes of orange, earth, and candy. The smell is sweet and reminiscent of cookies. Blue Cookies is popular on the West Coast but much harder to find in other parts of the United States.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/lhyqqUVRP8A"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>",Higher Ground Delivery,Joint,"Flower, preroll packs",true,Size,3 Tubes (6 Cones),,,,,BCH|3 TUB|JOINT|368,0.0,shopify,88,deny,manual,29.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/BueCookiesprerolls.png?v=1595256975,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/BueCookiesprerolls.png?v=1595256975,lb,,2.50,active
blue-cookies-hybrid-mini-preroll-cones-100-organic-flower,,,,,,,,1 Tube (2 Cones),,,,,BCH|1 CON|JOINT|362,0.0,shopify,87,deny,manual,10.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/BueCookiesprerolls.png?v=1595256975,lb,,2.50,
blue-cookies-hybrid-mini-preroll-cones-100-organic-flower,,,,,,,,6 Tubes (12 Cones),,,,,BCH|4 CON|JOINT|363,0.0,shopify,100,deny,manual,56.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/BueCookiesprerolls.png?v=1595256975,lb,,10.00,
watermelon-kush-33mg-cbd-vape-cart,Watermelon Kush 33mg CBD Vape Cart,"<meta charset=""utf-8"">
<div class=""summary entry-summary"">
<div class=""woocommerce-product-details__short-description"">
<p><span>Our CBD E-Liquids boast a 75/25 VG/PG split for high cloud production and flavor to match the therapeutic benefits of the products.</span></p>
<p> </p>
<p><strong>CBD Per Cartridge:</strong><span> 33</span> mg</p>
</div>
</div>
<div class=""woocommerce-tabs wc-tabs-wrapper"">
<div class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" aria-labelledby=""tab-title-description"">
<p>Tested by Independent Labs</p>
<p><br><strong>Ingredients:<span> </span></strong>Broad Spectrum Hemp Extracts, Vegetable Glycerine, Propylene Glycol</p>
<h5>WHAT IS CBD?</h5>
<p>CBD, or Cannabidiol, is a non-psychoactive compound derived from Cannabis plants.</p>
<p>Cannabis contains hundreds of compounds, but CBD stands out for the unique way it interacts with the human body. Its potential effects on physical health and mental well-being are unparalleled, and it’s becoming a beneficial health solution for people around the world.</p>
<h5>WHAT ARE THE BENEFITS OF CBD?</h5>
<p>The benefits of CBD stem from its interaction with the Endocannabinoid System (ECS), an essential system in your body responsible for regulating sleep function, mood, appetite, your immune system, memory and more.</p>
<p>When CBD enters your system, ECS cell receptors respond to the compound – which is why it has the potential to affect your physical and mental health in profound ways. More research is needed to determine the role CBD plays in the process controlled by the ECS.</p>
<h5>WHICH E-LIQUID FLAVOR SHOULD I TRY?</h5>
<p>With so many flavors to pick from, it can be difficult to know which Hemp Bombs CBD E-Liquid you should try. While<span> </span>Watermelon Kush<span> </span>is one of our most popular flavors, each flavor is widely loved for different reasons. Mix and match different flavors to create your personal flavor.</p>
<h5>IS CBD LEGAL?</h5>
<p>CBD is federally legal in the U.S., so long as it contains less than 0.3 percent THC. All Hemp Bombs products meet these regulation standards and are lab tested to confirm their contents. Some states are changing their laws regarding vaping products, so check your state legislations regarding these products.</p>
<h5>WILL CBD GET ME HIGH?</h5>
<p>Because CBD doesn’t have psychoactive properties and doesn’t contain high levels of THC, it won’t produce a “high.” Instead, you may feel relaxed or more peaceful due to the calming effects.<strong><span> </span>                                                             </strong></p>
<h5>DOES SENSI E-LIQUID CONTAIN NICOTINE?</h5>
<p>Our Vape Oil does not contain nicotine or harmful additives.</p>
<h5>WHAT’S VG/PG?</h5>
<p>Our Vape Oils have a 75/25 VG/PG split, and it’s formulated for maximum cloud production. VG and PG – or Vegetable Glycerine and Propylene Glycol – are essential components of E-Liquid. VG creates vapor clouds, while PG is responsible for the “throat hit” while vaping. Both our VG and PG are food-grade ingredients.</p>
<h5>WHY SENSI SOCIETY?</h5>
<p>Over the last 5 years of being in the cannabis service, we have sourced the top CBD products because of our dedication to quality and customer service. Our products are manufactured with care by a professional production team, and our customer care team is always on your side.</p>
<p>The Sensi Society's CBD E-Liquid is manufactured with high-quality ingredients and attention to detail. We source our CBD from superior-grade Industrial Hemp grown using sustainable methods. Our crops undergo human-grade ethanol extraction to ensure that our extract is federally compliant and contains less than 0.3 percent THC.</p>
<p>Our CBD products are manufactured with premium grade Broad Spectrum CBD extract, containing less than 0.3 percent THC. All products are tested both internally and by third parties for quality and consistency. Reap all the benefits of Sensi’s CBD-enhanced e-liquid today.</p>
</div>
</div>",The Sensi Society,"","Cartridge, cbd, vape",true,Title,Default Title,,,,,WK3|361,0.0,,-7,deny,manual,9.99,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/CBDvapecart_dabbd015-8a2b-4496-9350-5c5a22f5ebd5.png?v=1595115369,1,,false,,,,,,,,,,,,,,,,,lb,,,active
